42	320.000000	0.897598	143.000000	45.000000	0.500000	0.000000
17	240.000000	-0.897598	95.000000	45.000000	0.500000	0.000000
43	180.000000	1.121997	59.000000	45.000000	0.500000	0.000000
2	240.000000	-2.468394	95.000000	45.000000	0.500000	0.000000
22	180.000000	-0.448799	59.000000	45.000000	0.500000	0.000000
55	180.000000	2.468394	59.000000	45.000000	0.500000	0.000000
29	240.000000	0.000000	95.000000	45.000000	0.500000	0.000000
54	320.000000	1.795196	143.000000	45.000000	0.500000	0.000000
26	240.000000	-0.224399	95.000000	45.000000	0.500000	0.000000
49	180.000000	1.570796	59.000000	45.000000	0.500000	0.000000
21	320.000000	-0.673198	143.000000	45.000000	0.500000	0.000000
47	240.000000	1.346397	95.000000	45.000000	0.500000	0.000000
15	320.000000	-1.121997	143.000000	45.000000	0.500000	0.000000
38	240.000000	0.673198	95.000000	45.000000	0.500000	0.000000
11	240.000000	-1.346397	95.000000	45.000000	0.500000	0.000000
35	240.000000	0.448799	95.000000	45.000000	0.500000	0.000000
8	240.000000	-1.570796	95.000000	45.000000	0.500000	0.000000
31	180.000000	0.224399	59.000000	45.000000	0.500000	0.000000
5	240.000000	-1.795196	95.000000	45.000000	0.500000	0.000000
32	240.000000	0.224399	95.000000	45.000000	0.500000	0.000000
4	180.000000	-1.795196	59.000000	45.000000	0.500000	0.000000
41	240.000000	0.897598	95.000000	45.000000	0.500000	0.000000
14	240.000000	-1.121997	95.000000	45.000000	0.500000	0.000000
45	320.000000	1.121997	143.000000	45.000000	0.500000	0.000000
16	180.000000	-0.897598	59.000000	45.000000	0.500000	0.000000
48	320.000000	1.346397	143.000000	45.000000	0.500000	0.000000
23	240.000000	-0.448799	95.000000	45.000000	0.500000	0.000000
56	240.000000	2.468394	95.000000	45.000000	0.500000	0.000000
25	180.000000	-0.224399	59.000000	45.000000	0.500000	0.000000
51	320.000000	1.570796	143.000000	45.000000	0.500000	0.000000
20	240.000000	-0.673198	95.000000	45.000000	0.500000	0.000000
53	240.000000	1.795196	95.000000	45.000000	0.500000	0.000000
28	180.000000	0.000000	59.000000	45.000000	0.500000	0.000000
3	320.000000	-2.468394	143.000000	45.000000	0.500000	0.000000
39	320.000000	0.673198	143.000000	45.000000	0.500000	0.000000
10	180.000000	-1.346397	59.000000	45.000000	0.500000	0.000000
34	180.000000	0.448799	59.000000	45.000000	0.500000	0.000000
7	180.000000	-1.570796	59.000000	45.000000	0.500000	0.000000
36	320.000000	0.448799	143.000000	45.000000	0.500000	0.000000
12	320.000000	-1.346397	143.000000	45.000000	0.500000	0.000000
40	180.000000	0.897598	59.000000	45.000000	0.500000	0.000000
18	320.000000	-0.897598	143.000000	45.000000	0.500000	0.000000
46	180.000000	1.346397	59.000000	45.000000	0.500000	0.000000
19	180.000000	-0.673198	59.000000	45.000000	0.500000	0.000000
52	180.000000	1.795196	59.000000	45.000000	0.500000	0.000000
27	320.000000	-0.224399	143.000000	45.000000	0.500000	0.000000
50	240.000000	1.570796	95.000000	45.000000	0.500000	0.000000
24	320.000000	-0.448799	143.000000	45.000000	0.500000	0.000000
1	180.000000	-2.468394	59.000000	45.000000	0.500000	0.000000
30	320.000000	0.000000	143.000000	45.000000	0.500000	0.000000
57	320.000000	2.468394	143.000000	45.000000	0.500000	0.000000
33	320.000000	0.224399	143.000000	45.000000	0.500000	0.000000
9	320.000000	-1.570796	143.000000	45.000000	0.500000	0.000000
44	240.000000	1.121997	95.000000	45.000000	0.500000	0.000000
13	180.000000	-1.121997	59.000000	45.000000	0.500000	0.000000
37	180.000000	0.673198	59.000000	45.000000	0.500000	0.000000
6	320.000000	-1.795196	143.000000	45.000000	0.500000	0.000000
